VAR_ID,Description,,VAR_FRED_ID
Q_PITGND01USQ661N,Producer Prices Index: Type of Goods: Non-Durable Consumer Goods:Total for United States,,Q_FRED_PITGND01USQ661N
Q_PITGVG01USQ661N,Producer Prices Index: Type of Goods: Investments Goods: Total forUnited States,,Q_FRED_PITGVG01USQ661N
Q_PRINTO01USQ661N,Production: Industry: Total Industry Excluding Construction for UnitedStates,,Q_FRED_PRINTO01USQ661N
Q_PRMNCG01USQ661N,Production: Manufacturing: Consumer Goods: Total for United States,,Q_FRED_PRMNCG01USQ661N
Q_PRMNIG01USQ661N,Production: Manufacturing: Intermediate Goods: Total for United States,,Q_FRED_PRMNIG01USQ661N
Q_PRMNTO01USQ661N,Production: Manufacturing: Total Manufacturing for United States,,Q_FRED_PRMNTO01USQ661N
Q_SLMNTO02USQ189N,Sales: Manufacturing: Total Manufacturing: Value for United States,,Q_FRED_SLMNTO02USQ189N
Q_SLRTTO02USQ189N,Sales: Retail Trade: Total Retail Trade: Value for United States,,Q_FRED_SLRTTO02USQ189N
Q_SLWHTO02USQ189N,Sales: Wholesale Trade: Total Wholesale Trade: Value for United States,,Q_FRED_SLWHTO02USQ189N
Q_SPASTT01USQ661N,Share Prices: All Shares/Broad: Total for United States,,Q_FRED_SPASTT01USQ661N
Q_STMNIS01USQ163N,Short Term Statistics: Stocks: Manufacturing: Inventories toShipments: Total for United States,,Q_FRED_STMNIS01USQ163N
Q_USAPPDMQINMEI,Producer Prices Index: Economic Activities: Manufacturing: Domesticfor United States,,Q_FRED_USAPPDMQINMEI
Q_WSCNDW01USQ470N,Work Started: Construction: Dwellings and Residential Buildings: Totalfor United States,,Q_FRED_WSCNDW01USQ470N
Q_XTEXVA01USQ664N,International Trade: Exports: Value (Goods): Total for United States,,Q_FRED_XTEXVA01USQ664N
Q_XTIMVA01USQ664N,International Trade: Imports: Value (Goods): Total for United States,,Q_FRED_XTIMVA01USQ664N
Q_XTNTVA01USQ664N,International Trade: Net Trade: Value (Goods): Total for United States,,Q_FRED_XTNTVA01USQ664N
Q_GDP,Gross Domestic Product (Seasonally Adjusted),,
